SOILID,SLB,SLCL,SLSI,SLLL,SDUL,SSAT,SSKS,BEXP,Bperm,AEP,SRGF,SBDM,SLOC,SLCF,SLDR,SLRO,PTF
CEGLEIFAA1,10,27.27777778,22.02222222,0.179591323,0.278357174,0.374973512,5,,,,0.888888889,1.058322222,3.508888889,14.55555556,0.9,84,1
CEGLEIFAA1,20,23.55539537,20.02277559,0.165417286,0.260032556,0.349967161,5,,,,0.8,1.100939418,2.927313237,15.88331149,0.9,84,1
CEGLEIFAA1,31,24.35449411,17.91540624,0.161933724,0.249328274,0.332126112,5,,,,0.8,1.127253286,2.318466344,17.05267903,0.9,84,1
CEGLEIFAA1,41,27.98805369,16.04334639,0.172710501,0.25571747,0.328997312,5,,,,0.2,1.130245199,1.862086174,17.34620642,0.9,84,1
CEGLEIFAA1,62,28.20969742,12.74667659,0.162013795,0.232819647,0.296297543,1,,,,0.426993688,1.179504266,0.85172495,19.40687004,0.9,84,1
CEGLEIFAA1,83,31.53125,10.753125,0.166483661,0.232094939,0.28689724,5,,,,0.2,1.185490625,0.3096875,20.140625,0.9,84,1
CEGLEIFAA1,104,34.31,12.63,0.194439196,0.26816286,0.324710755,5,,,,0.04,1.174227,0.2688,7.42,0.9,84,1
CEGLEIFAA1,188,34.31,12.63,0.194439196,0.26816286,0.324710755,5,,,,0.04,1.174227,0.2688,7.42,0.9,84,1
CEGLEIFAR1,3,12.15,22.07,0.098736245,0.185645977,0.287710245,5,,,,1,1.24371,1.013,14.66,0.9,84,1
CEGLEIFAR1,9,12.15235294,20.81235294,0.097815711,0.179404007,0.279748795,5,,,,0.9,1.249923412,0.931341176,14.73176471,0.9,84,1
CEGLEIFAR1,19,12.06318165,20.33723936,0.097000639,0.177254707,0.276968118,5,,,,0.9,1.251513927,0.915422937,14.91137403,0.9,84,1
CEGLEIFAR1,29,12.80910412,19.02439787,0.096892572,0.172581828,0.267657305,5,,,,0.8,1.258927086,0.601486665,14.21861923,0.9,84,1
CEGLEIFAR1,39,13.19362355,18.63224857,0.097106403,0.172948126,0.265172935,1,,,,0.267472224,1.261008831,0.474256687,14.25556876,0.9,84,1
CEGLEIFAR1,58,14.05848111,17.98636494,0.100255164,0.174914833,0.263442439,1,,,,0.3,1.26184303,0.347178567,14.0816233,0.9,84,1
CEGLEIFAR1,78,14.86853062,17.783084,0.10163689,0.175670145,0.267183197,1,,,,0.292904928,1.261296853,0.333972404,11.53499395,0.9,84,1
CEGLEIFAR1,97,13.9767507,16.52212885,0.094713898,0.163480544,0.255259043,1,,,,0.22675839,1.266334006,0.19994958,10.60364146,0.9,84,1
CEGLEIFAR1,173,13.9767507,16.52212885,0.094713898,0.163480544,0.255259043,1,,,,0.22675839,1.266334006,0.19994958,10.60364146,0.9,84,1
CEGLEIAGS1,3,42.71428571,50.14285714,0.250662623,0.403675237,0.503785146,5,,,,1,1.004328571,2.298571429,1.857142857,0.9,84,1
CEGLEIAGS1,9,42.74957983,50.09747899,0.250784907,0.4035047,0.503505086,5,,,,1,1.003803697,2.292067227,1.872268908,0.9,84,1
CEGLEIAGS1,18,43.24722689,49.63336134,0.252377516,0.402145068,0.500924283,5,,,,0.857142857,1.002073451,2.218648459,1.924117647,0.9,84,1
CEGLEIAGS1,27,44.32514897,48.32816654,0.255582529,0.396353108,0.49041057,5,,,,0.857142857,1.013845312,1.853042399,1.995546218,0.9,84,1
CEGLEIAGS1,36,45.59819928,47.10960384,0.259005135,0.390562898,0.479746569,5,,,,0.8,1.031688737,1.450016006,1.90972389,0.9,84,1
CEGLEIAGS1,54,46.73488595,45.83584634,0.262981989,0.386994087,0.473102389,5,,,,0.8,1.031239738,1.281026411,2.145330132,0.9,84,1
CEGLEIAGS1,73,46.46588235,45.79529412,0.261127748,0.376906822,0.457836293,1,,,,0.2,1.039460235,0.657058824,2.548235294,0.9,84,1
CEGLEIAGS1,91,48.4,44.2,0.2670593,0.372213199,0.448702501,1,,,,0.157135628,1.03208,0.374,2.6,0.9,84,1
CEGLEIAGS1,163,48.4,44.2,0.2670593,0.372213199,0.448702501,1,,,,0.157135628,1.03208,0.374,2.6,0.9,84,1
CEGLEIAFR1,3,8.333333333,8.666666667,0.068164102,0.124459337,0.220133993,5,,,,1,1.282666667,1.783333333,22.66666667,0.9,84,1
CEGLEIAFR1,9,8.333333333,8.666666667,0.068164102,0.124459337,0.220133993,5,,,,1,1.282666667,1.783333333,22.66666667,0.9,84,1
CEGLEIAFR1,18,8.411111111,8.511111111,0.068164102,0.123710448,0.21814318,5,,,,1,1.28403037,1.723703704,22.58888889,0.9,84,1
CEGLEIAFR1,28,8.649707602,7.914619883,0.065375148,0.120921494,0.212964966,5,,,,1,1.297379844,1.435001949,23.06608187,0.9,84,1
CEGLEIAFR1,37,9.017115706,7.257309942,0.063837464,0.117993017,0.206271162,5,,,,0.8,1.305375795,1.126290657,22.98958855,0.9,84,1
CEGLEIAFR1,56,9.51547619,6.266666667,0.060735423,0.113500183,0.196677296,5,,,,0.2,1.320919365,0.656865079,23.18690476,0.9,84,1
CEGLEIAFR1,75,9.829761905,5.833333333,0.060974199,0.111652768,0.191391961,5,,,,0.2,1.321125873,0.465373016,22.67738095,0.9,84,1
CEGLEIAFR1,94,8,7,0.04,0.08,0.1920001,1,,,,0,1.3266,0.1,3,0.9,84,1
CEGLEIAFR1,170,8,7,0.04,0.08,0.1920001,1,,,,0,1.3266,0.1,3,0.9,84,1
CEPLINFRN1,3,14.53478261,38.00434783,0.138088509,0.28074235,0.389440033,50,,,,1,1.18785913,1.572608696,13.00434783,0.9,73,1
CEPLINFRN1,10,16.84347826,36.91304348,0.147629945,0.282748976,0.384547113,50,,,,1,1.19399913,1.154130435,11.9173913,0.9,73,1
CEPLINFRN1,20,19.90783661,35.94680926,0.163247517,0.291463809,0.386254224,50,,,,1,1.188671864,0.99504453,11.02107293,0.9,73,1
CEPLINFRN1,30,20.94160767,34.9144136,0.165363505,0.283421223,0.373537759,15,,,,0.6,1.206972575,0.599284225,11.07196992,0.9,73,1
CEPLINFRN1,40,21.90194223,35.35367749,0.170428581,0.289023976,0.377524863,15,,,,0.6,1.203647072,0.561379787,10.61273553,0.9,73,1
CEPLINFRN1,60,23.57368306,35.25721783,0.179017989,0.295265374,0.379002481,15,,,,0.6,1.206213128,0.466321173,10.56932748,0.9,73,1
CEPLINFRN1,80,24.75297921,36.27956172,0.183016834,0.301245718,0.38524739,15,,,,0.6,1.200063303,0.38802417,9.034166354,0.9,73,1
CEPLINFRN1,100,24.93331066,36.74965986,0.181533588,0.300785475,0.385649658,15,,,,0.489923272,1.19664834,0.315707483,8.077301587,0.9,73,1
CEPLINFRN1,180,24.93331066,36.74965986,0.181533588,0.300785475,0.385649658,15,,,,0.489923272,1.19664834,0.315707483,8.077301587,0.9,73,1
CEPLINFAR1,3,9.110344828,16.61034483,0.088084334,0.157149727,0.240246305,50,,,,0.965517241,1.273746207,1.016551724,27.64137931,0.9,73,1
CEPLINFAR1,10,9.135664336,16.58462342,0.08813428,0.156930308,0.239798843,50,,,,0.965517241,1.274913034,0.992774697,27.64684511,0.9,73,1
CEPLINFAR1,21,9.929575597,16.84067398,0.092489413,0.160980807,0.240499227,50,,,,1,1.275990016,0.81795125,27.68385379,0.9,73,1
CEPLINFAR1,32,11.04466744,17.33971284,0.098508782,0.166915713,0.244450539,50,,,,0.847344326,1.279239993,0.625802228,26.75645588,0.9,73,1
CEPLINFAR1,43,12.18002166,18.04051672,0.105403229,0.173483143,0.248087197,15,,,,0.6,1.282423283,0.423692212,26.69552455,0.9,73,1
CEPLINFAR1,65,13.59636568,19.00401336,0.113053346,0.18358178,0.256159873,15,,,,0.6,1.278570162,0.312386782,25.91010394,0.9,73,1
CEPLINFAR1,86,16.73016873,18.54731356,0.12832647,0.199113464,0.266867807,15,,,,0.6,1.269586468,0.250609772,25.29902188,0.9,73,1
CEPLINFAR1,108,17.07894419,19.95040724,0.131650654,0.204957989,0.274770706,15,,,,0.490856648,1.264703179,0.200719759,23.94766214,0.9,73,1
CEPLINFAR1,196,17.07894419,19.95040724,0.131650654,0.204957989,0.274770706,15,,,,0.490856648,1.264703179,0.200719759,23.94766214,0.9,73,1
CEPLINFAG1,3,23.18235294,35.04117647,0.190252105,0.324019119,0.41598481,50,,,,1,1.113595294,2.496470588,14.8,0.9,73,1
CEPLINFAG1,10,23.749742,34.75923633,0.191119704,0.32121389,0.410217643,50,,,,1,1.126592105,2.129004128,14.55872033,0.9,73,1
CEPLINFAG1,21,26.29719146,33.94091986,0.198272811,0.321572332,0.40689782,50,,,,1,1.12807551,1.835570942,13.11991513,0.9,73,1
CEPLINFAG1,32,30.25193634,32.81115891,0.213838428,0.327222485,0.403369659,15,,,,0.6,1.130455968,1.414754541,12.29166299,0.9,73,1
CEPLINFAG1,42,33.43190925,32.32103407,0.224362616,0.33231634,0.404596912,15,,,,0.6,1.126634549,1.186028478,11.36840978,0.9,73,1
CEPLINFAG1,64,36.61153383,31.30921861,0.233028915,0.332715191,0.40038933,15,,,,0.6,1.129715851,0.822077739,10.43131757,0.9,73,1
CEPLINFAG1,85,38.5063973,31.98402167,0.239261542,0.336502175,0.402842132,15,,,,0.6,1.129194476,0.557730947,8.038099749,0.9,73,1
CEPLINFAG1,107,40.89658163,31.34396204,0.249035572,0.341376071,0.404233992,15,,,,0.435405115,1.130203537,0.304376976,5.873599004,0.9,73,1
CEPLINFAG1,195,40.89658163,31.34396204,0.249035572,0.341376071,0.404233992,15,,,,0.435405115,1.130203537,0.304376976,5.873599004,0.9,73,1
CEPLINFAA1,3,15.268,15.828,0.116127411,0.186155068,0.260143606,50,,,,1,1.2292856,1.3688,27.236,0.9,73,1
CEPLINFAA1,11,16.14018772,15.91951921,0.120011821,0.190528063,0.263678598,50,,,,1,1.228391999,1.320926813,26.75639158,0.9,73,1
CEPLINFAA1,22,18.3615146,16.51659083,0.1320931,0.202807501,0.274494871,50,,,,0.989998194,1.223522512,1.193644403,24.88993256,0.9,73,1
CEPLINFAA1,33,20.9928376,16.60295359,0.144126357,0.214140986,0.283069822,15,,,,0.6,1.218614418,1.017993296,23.46173671,0.9,73,1
CEPLINFAA1,44,23.61036658,16.19580923,0.155470626,0.224673068,0.289829298,15,,,,0.6,1.21482412,0.857997308,22.51124184,0.9,73,1
CEPLINFAA1,66,27.09759171,16.28550099,0.171751598,0.241132018,0.302081105,15,,,,0.6,1.207239096,0.665792585,20.61018502,0.9,73,1
CEPLINFAA1,89,29.52539749,17.52621426,0.183638146,0.253994585,0.313195508,15,,,,0.6,1.20387017,0.37252433,17.49476693,0.9,73,1
CEPLINFAA1,111,29.88055208,19.15476369,0.189352395,0.261734818,0.319755274,15,,,,0.320499927,1.20320239,0.271314642,17.03898461,0.9,73,1
CEPLINFAA1,199,29.88055208,19.15476369,0.189352395,0.261734818,0.319755274,15,,,,0.320499927,1.20320239,0.271314642,17.03898461,0.9,73,1
CEPLINMAG1,3,40.60625,26.65,0.234365548,0.342066787,0.419135356,50,,,,1,1.04115875,2.71875,15.08125,0.9,73,1
CEPLINMAG1,11,44.00361462,24.61264025,0.240480487,0.338122963,0.409043503,50,,,,1,1.056173149,2.084190039,13.99089072,0.9,73,1
CEPLINMAG1,23,54.11623511,20.5595681,0.268723085,0.339845011,0.398535457,15,,,,0.6,1.044885471,1.247993649,11.91316449,0.9,73,1
CEPLINMAG1,35,58.60703802,19.38066351,0.279804605,0.347870422,0.404334949,15,,,,0.6,1.03214622,1.071947999,10.03441237,0.9,73,1
CEPLINMAG1,47,59.55346697,19.1669801,0.281519899,0.348441454,0.404148758,15,,,,0.6,1.033607927,0.928246446,9.508624219,0.9,73,1
CEPLINMAG1,70,60.17979808,19.65900834,0.284176325,0.350603961,0.405649994,15,,,,0.6,1.036289128,0.76284992,8.625397681,0.9,73,1
CEPLINMAG1,94,61.83282842,19.42751458,0.288917216,0.354705371,0.408730454,15,,,,0.6,1.037119229,0.498997391,6.873944138,0.9,73,1
CEPLINMAG1,118,60.00504456,20.40920295,0.283688691,0.350534059,0.405429683,15,,,,0.336254613,1.045257003,0.433277311,7.291209575,0.9,73,1
CEPLINMAG1,214,60.00504456,20.40920295,0.283688691,0.350534059,0.405429683,15,,,,0.336254613,1.045257003,0.433277311,7.291209575,0.9,73,1
CEPLINAGA1,4,22.16666667,24.01666667,0.170035079,0.279757888,0.369995943,50,,,,1,1.148,3.145,16.55,0.9,73,1
CEPLINAGA1,13,22.26862374,23.99267677,0.170425364,0.280209511,0.370403519,50,,,,1,1.147327683,3.142001263,16.47203283,0.9,73,1
CEPLINAGA1,27,28.8438447,19.54248955,0.190888198,0.283648248,0.353855154,50,,,,0.989657912,1.180911842,1.752993186,15.2021715,0.9,73,1
CEPLINAGA1,40,33.33077652,14.63870167,0.200918457,0.277019123,0.334773129,15,,,,0.6,1.202621382,0.853214146,13.98569423,0.9,73,1
CEPLINAGA1,54,35.38977273,14.19561129,0.207946718,0.283389915,0.339876434,15,,,,0.6,1.194663275,0.75491597,13.02036311,0.9,73,1
CEPLINAGA1,81,36.91340909,13.40789969,0.211534078,0.285143111,0.340189308,15,,,,0.6,1.194291503,0.626974486,12.34713427,0.9,73,1
CEPLINAGA1,108,39.73571429,11.87866995,0.217675154,0.288961039,0.341764211,15,,,,0.546682967,1.188888075,0.404724959,10.45779967,0.9,73,1
CEPLINAGA1,135,39.36666667,10.9,0.205130936,0.271763523,0.324735499,15,,,,0.232137739,1.16794,0.19,9.733333333,0.9,73,1
CEPLINAGA1,243,39.36666667,10.9,0.205130936,0.271763523,0.324735499,15,,,,0.232137739,1.16794,0.19,9.733333333,0.9,73,1
CEPLINAFR1,4,6.071428571,10.92857143,0.0579717,0.114718615,0.210200389,50,,,,1,1.299928571,0.755714286,22.41428571,0.9,73,1
CEPLINAFR1,12,6.385714286,12.07142857,0.059554971,0.120060388,0.218749326,50,,,,1,1.29042,0.712857143,21.77142857,0.9,73,1
CEPLINAFR1,25,6.425207306,12.43487464,0.060769586,0.121550852,0.220751327,50,,,,0.986560977,1.297425794,0.565580318,20.76236128,0.9,73,1
CEPLINAFR1,38,3.767610035,13.84149618,0.05123177,0.115599524,0.227734314,15,,,,0.6,1.303642799,0.564186825,21.43851817,0.9,73,1
CEPLINAFR1,50,3.502571166,15.21046832,0.049196134,0.116114071,0.235463765,50,,,,0.89990979,1.306583538,0.357050046,17.35617539,0.9,73,1
CEPLINAFR1,76,4.915733088,14.64236302,0.054651443,0.120281922,0.23395306,50,,,,0.912715695,1.301145172,0.294931895,16.94631925,0.9,73,1
CEPLINAFR1,101,6.692592593,13.83703704,0.061219858,0.124919152,0.230917792,50,,,,0.8,1.295992222,0.244259259,16.40740741,0.9,73,1
CEPLINAFR1,127,2.518518519,20.74074074,0.046640676,0.124039263,0.272506472,15,,,,0.6,1.301411111,0.241851852,8.814814815,0.9,73,1
CEPLINAFR1,231,2.518518519,20.74074074,0.046640676,0.124039263,0.272506472,15,,,,0.6,1.301411111,0.241851852,8.814814815,0.9,73,1
CEPLINAGS1,4,27.1,55.5,0.207001737,0.404693106,0.508102941,50,,,,1,1.07467,2.11,3.75,0.9,73,1
CEPLINAGS1,12,36.2,47.45,0.229327111,0.368353158,0.457520643,50,,,,1,1.07654,0.91,3.2,0.9,73,1
CEPLINAGS1,25,38.90833333,46.72083333,0.237947433,0.36994584,0.456295427,50,,,,0.937488713,1.071300417,0.788125,2.783333333,0.9,73,1
CEPLINAGS1,37,40.85833333,46.19583333,0.244154066,0.371092572,0.455413272,15,,,,0.6,1.067527917,0.700375,2.483333333,0.9,73,1
CEPLINAGS1,50,43.78333333,45.40833333,0.253464014,0.37281267,0.45409004,15,,,,0.6,1.061869167,0.56875,2.033333333,0.9,73,1
CEPLINAGS1,75,49.2,43.95,0.27070466,0.375998036,0.451639609,15,,,,0.6,1.05139,0.325,1.2,0.9,73,1
CEPLINAGS1,100,49.2,43.95,0.27070466,0.375998036,0.451639609,15,,,,0.5,1.05139,0.325,1.2,0.9,73,1
CEPLINAGS1,125,46.30444444,49.10888889,0.256395158,0.377782491,0.461074812,15,,,,0.6,1.045729778,0.4,1.286666667,0.9,73,1
CEPLINAGS1,225,46.30444444,49.10888889,0.256395158,0.377782491,0.461074812,15,,,,0.6,1.045729778,0.4,1.286666667,0.9,73,1
CEPLINFSL1,3,10.07142857,56.72857143,0.119994584,0.339783425,0.458722224,50,,,,1,1.243714286,0.574285714,8.042857143,0.9,73,1
CEPLINFSL1,11,10.07142857,56.72857143,0.119994584,0.339783425,0.458722224,50,,,,1,1.243714286,0.574285714,8.042857143,0.9,73,1
CEPLINFSL1,22,10.84769388,54.91172913,0.122835021,0.334066791,0.451230927,50,,,,0.803561754,1.227940831,0.609584685,8.619399351,0.9,73,1
CEPLINFSL1,34,12.97597959,53.35572913,0.132411024,0.332114134,0.445516807,50,,,,0.8,1.21999856,0.584017542,8.639042208,0.9,73,1
CEPLINFSL1,45,15.24900794,53.48430736,0.140696591,0.335046921,0.445530841,15,,,,0.6,1.216894269,0.399829996,7.251294192,0.9,73,1
CEPLINFSL1,68,19.54087302,51.38593074,0.160961195,0.336548102,0.439389463,15,,,,0.6,1.201188559,0.333792027,6.768497475,0.9,73,1
CEPLINFSL1,91,21.30992063,51.68419913,0.171701314,0.343553036,0.44230548,15,,,,0.5,1.19682489,0.280912157,6.038573232,0.9,73,1
CEPLINFSL1,114,18.75,54.5,0.166164117,0.350426526,0.449623611,15,,,,0.543735252,1.2195,0.17,6,0.9,73,1
CEPLINFSL1,206,18.75,54.5,0.166164117,0.350426526,0.449623611,15,,,,0.543735252,1.2195,0.17,6,0.9,73,1
CEPLINFAS1,3,19,63.5,0.166508342,0.400876436,0.510885448,50,,,,1,1.1653,0.87,1.5,0.9,73,1
CEPLINFAS1,11,31,54,0.216528649,0.386662036,0.477079167,50,,,,1,1.11745,0.685,1.5,0.9,73,1
CEPLINFAS1,22,32,51.5,0.217810585,0.371273761,0.457240309,15,,,,0.6,1.1149,0.24,1.5,0.9,73,1
CEPLINFAS1,33,32,51.5,0.217810585,0.371273761,0.457240309,15,,,,0.6,1.1149,0.24,1.5,0.9,73,1
CEPLINFAS1,44,32,51.5,0.217810585,0.371273761,0.457240309,15,,,,0.391365037,1.1149,0.24,1.5,0.9,73,1
CEPLINFAS1,66,35,47,0.23074761,0.363017453,0.442258366,15,,,,0.6,1.1285,0.13,2,0.9,73,1
CEPLINFAS1,88,35,47,0.23074761,0.363017453,0.442258366,15,,,,0.6,1.1285,0.13,2,0.9,73,1
CEPLINFAS1,110,35,47,0.23074761,0.363017453,0.442258366,15,,,,0.6,1.1285,0.13,2,0.9,73,1
CEPLINFAS1,198,35,47,0.23074761,0.363017453,0.442258366,15,,,,0.6,1.1285,0.13,2,0.9,73,1
CELATOAFR1,3,8.933333333,4.466666667,0.060526003,0.109619908,0.164898535,50,,,,1,1.31832,0.694666667,38.2,0.1,61,1
CELATOAFR1,11,8.962550444,4.448103309,0.060543288,0.109637162,0.164877855,50,,,,1,1.318301017,0.691868927,38.21194512,0.1,61,1
CELATOAFR1,23,9.341757623,4.446079597,0.061775376,0.11086925,0.165908274,50,,,,1,1.31761619,0.653874244,38.04245238,0.1,61,1
CELATOAFR1,34,9.902516098,4.384045738,0.063467599,0.112612374,0.166724091,35,,,,1,1.318438088,0.54431243,37.79983637,0.1,61,1
CELATOAFR1,46,10.70363889,4.239132777,0.065911607,0.115091232,0.168747103,35,,,,1,1.318194125,0.467665176,37.29146651,0.1,61,1
CELATOAFR1,69,11.6387925,3.77752983,0.068857958,0.118089921,0.170557268,35,,,,1,1.317357607,0.3512232,36.78171683,0.1,61,1
CELATOAFR1,92,13.04111622,3.670551229,0.073399899,0.122733684,0.174297095,35,,,,1,1.313379561,0.227687321,36.05175776,0.1,61,1
CELATOAFR1,116,13.37531319,3.384745763,0.072414742,0.12141542,0.173942009,35,,,,1,1.309336227,0.197511422,34.61068534,0.1,61,1
CELATOAFR1,212,13.37531319,3.384745763,0.072414742,0.12141542,0.173942009,35,,,,1,1.309336227,0.197511422,34.61068534,0.1,61,1
CELATOAFR1,404,13.37531319,3.384745763,0.072414742,0.12141542,0.173942009,35,,,,1,1.309336227,0.197511422,34.61068534,0.1,61,1
CELATOMAG1,4,53.07612613,18.3490991,0.267792274,0.344511445,0.404934037,50,,,,1,1.00918955,2.070810811,12.86171171,0.1,61,1
CELATOMAG1,12,53.6590363,18.24068235,0.269072158,0.344802767,0.404697071,50,,,,1,1.009406714,1.983219736,12.57877631,0.1,61,1
CELATOMAG1,24,55.42061686,17.50540467,0.271904859,0.344697739,0.403186659,50,,,,1,1.011187188,1.753601967,11.96620937,0.1,61,1
CELATOMAG1,36,56.74369293,16.89457481,0.273617048,0.344227891,0.401551402,35,,,,1,1.014312538,1.548568802,11.52065666,0.1,61,1
CELATOMAG1,48,58.39192364,16.22130798,0.276120014,0.344077047,0.399985197,35,,,,1,1.017694267,1.299104332,10.89873186,0.1,61,1
CELATOMAG1,72,59.76246127,15.51850153,0.277701884,0.343318013,0.398095701,35,,,,1,1.019883511,1.101593836,10.5007567,0.1,61,1
CELATOMAG1,96,61.65007032,14.55556521,0.280117243,0.342560217,0.395574136,35,,,,1,1.023759381,0.814356484,9.880604108,0.1,61,1
CELATOMAG1,120,61.8129206,15.25224722,0.279852346,0.340932405,0.393641589,35,,,,1,1.032711002,0.622796699,9.935942478,0.1,61,1
CELATOMAG1,216,61.8129206,15.25224722,0.279852346,0.340932405,0.393641589,35,,,,1,1.032711002,0.622796699,9.935942478,0.1,61,1
CELATOMAG1,408,61.8129206,15.25224722,0.279852346,0.340932405,0.393641589,35,,,,1,1.032711002,0.622796699,9.935942478,0.1,61,1
CELATOAGA1,4,32.9125,11.19305556,0.188129807,0.254180968,0.308455186,50,,,,1,1.147424167,1.617638889,26.57083333,0.1,61,1
CELATOAGA1,12,34.31151196,11.18066079,0.193698165,0.259683033,0.313637397,50,,,,1,1.143404139,1.506373906,25.22696,0.1,61,1
CELATOAGA1,24,35.69013453,10.79213787,0.197367315,0.262147385,0.315576509,50,,,,1,1.1414771,1.348782477,24.51037101,0.1,61,1
CELATOAGA1,37,37.34013249,10.04997337,0.201270663,0.264087297,0.316493135,35,,,,1,1.141323622,1.151128694,23.63132606,0.1,61,1
CELATOAGA1,49,38.5212436,9.664458798,0.2042229,0.265864747,0.317702194,35,,,,1,1.140806358,0.997707569,22.9509615,0.1,61,1
CELATOAGA1,74,40.44112369,9.059379942,0.209163998,0.269049287,0.319909626,35,,,,1,1.139745391,0.749417502,21.84813851,0.1,61,1
CELATOAGA1,99,41.81683702,8.694027726,0.213390019,0.272379928,0.322758841,35,,,,1,1.138436846,0.582745566,20.65027804,0.1,61,1
CELATOAGA1,124,41.91980293,8.863689071,0.21495584,0.273279154,0.323515651,35,,,,1,1.14330817,0.511375864,20.5527482,0.1,61,1
CELATOAGA1,224,41.91980293,8.863689071,0.21495584,0.273279154,0.323515651,35,,,,1,1.14330817,0.511375864,20.5527482,0.1,61,1
CELATOAGA1,424,41.91980293,8.863689071,0.21495584,0.273279154,0.323515651,35,,,,1,1.14330817,0.511375864,20.5527482,0.1,61,1
CELATOFAG1,4,33.975,24.4,0.220818225,0.312875583,0.380220402,50,,,,1,1.120311667,1.678333333,14.29166667,0.1,61,1
CELATOFAG1,12,36.44539247,24.29210998,0.228017218,0.318647635,0.383822056,50,,,,1,1.120298511,1.380903557,12.49901335,0.1,61,1
CELATOFAG1,25,36.93114859,23.95426226,0.229321023,0.318437489,0.382442353,35,,,,1,1.122142985,1.268249546,12.2936975,0.1,61,1
CELATOFAG1,37,37.79396684,23.31578817,0.231545813,0.318463689,0.380706508,35,,,,1,1.123353715,1.119526638,11.9739114,0.1,61,1
CELATOFAG1,50,38.21764254,22.99561912,0.232634618,0.318083239,0.379170615,35,,,,1,1.124972628,1.00583737,11.79300343,0.1,61,1
CELATOFAG1,75,39.65617441,21.92615055,0.236263581,0.317152563,0.375636762,35,,,,1,1.125939939,0.798201158,11.34913575,0.1,61,1
CELATOFAG1,101,38.47170134,22.99962213,0.233563076,0.318700932,0.376671184,35,,,,1,1.137821986,0.558647429,11.14382438,0.1,61,1
CELATOFAG1,126,33.89084906,29.33829599,0.225228782,0.333201748,0.397160482,35,,,,1,1.163973529,0.390098467,8.812670991,0.1,61,1
CELATOFAG1,226,33.89084906,29.33829599,0.225228782,0.333201748,0.397160482,35,,,,1,1.163973529,0.390098467,8.812670991,0.1,61,1
CELATOFAG1,426,33.89084906,29.33829599,0.225228782,0.333201748,0.397160482,35,,,,1,1.163973529,0.390098467,8.812670991,0.1,61,1
CELATOFAA1,4,20.75561798,9.757303371,0.128161398,0.186133193,0.243950976,50,,,,1,1.225453371,1.181853933,32.52865169,0.1,61,1
CELATOFAA1,13,21.96048725,9.9111287,0.133531323,0.191874711,0.249104476,50,,,,1,1.22188757,1.087292764,31.43559319,0.1,61,1
CELATOFAA1,26,22.69348627,9.812651504,0.137196594,0.19518166,0.251418398,50,,,,1,1.224393916,0.925981198,30.22568017,0.1,61,1
CELATOFAA1,39,24.12020255,9.769437347,0.142825179,0.200651007,0.256111487,35,,,,1,1.222582477,0.802073703,29.12451891,0.1,61,1
CELATOFAA1,52,25.56382054,9.759152472,0.148506815,0.20625227,0.260883759,35,,,,1,1.221226358,0.668939629,27.9890585,0.1,61,1
CELATOFAA1,79,26.99104696,9.582469795,0.153602191,0.211082606,0.264774601,35,,,,1,1.221107702,0.517732241,26.83122643,0.1,61,1
CELATOFAA1,105,28.42242051,9.313213092,0.158119559,0.215197762,0.267910427,35,,,,1,1.219173878,0.380476844,26.21146465,0.1,61,1
CELATOFAA1,131,28.00304195,9.497849069,0.156104695,0.213179692,0.266298071,35,,,,1,1.228397619,0.291153616,25.81503003,0.1,61,1
CELATOFAA1,235,28.00304195,9.497849069,0.156104695,0.213179692,0.266298071,35,,,,1,1.228397619,0.291153616,25.81503003,0.1,61,1
CELATOFAA1,443,28.00304195,9.497849069,0.156104695,0.213179692,0.266298071,35,,,,1,1.228397619,0.291153616,25.81503003,0.1,61,1
CELATOFAR1,4,12.38125,6.504166667,0.079730386,0.130587207,0.186873267,50,,,,1,1.290942917,0.801979167,37.87708333,0.1,61,1
CELATOFAR1,12,12.66755012,6.583666431,0.081358144,0.132372368,0.18862239,50,,,,1,1.29011324,0.778198092,37.46754662,0.1,61,1
CELATOFAR1,25,13.50263986,7.248746921,0.086317093,0.138851496,0.19529701,50,,,,1,1.290420269,0.685775571,36.20223604,0.1,61,1
CELATOFAR1,38,14.32938289,7.444831021,0.08895507,0.141532275,0.197145101,35,,,,1,1.290995834,0.588159866,36.30850393,0.1,61,1
CELATOFAR1,51,15.18275153,7.333164897,0.092495784,0.145210663,0.200098523,35,,,,1,1.290728539,0.497489543,35.73939803,0.1,61,1
CELATOFAR1,76,16.21817864,7.719224857,0.097800499,0.15122696,0.205864344,35,,,,1,1.290206745,0.386595879,34.67572794,0.1,61,1
CELATOFAR1,102,17.14306541,7.770565596,0.102422081,0.155573803,0.209548379,35,,,,1,1.288341452,0.300964531,33.76359687,0.1,61,1
CELATOFAR1,128,17.39208297,7.170990881,0.103332747,0.154714296,0.207366993,35,,,,1,1.292289892,0.232425544,34.76341904,0.1,61,1
CELATOFAR1,232,17.39208297,7.170990881,0.103332747,0.154714296,0.207366993,35,,,,1,1.292289892,0.232425544,34.76341904,0.1,61,1
CELATOFAR1,440,17.39208297,7.170990881,0.103332747,0.154714296,0.207366993,35,,,,1,1.292289892,0.232425544,34.76341904,0.1,61,1
CELATOFRN1,4,17.73333333,31.43333333,0.153249549,0.277489062,0.378882946,50,,,,1,1.124113333,2.786666667,14.63333333,0.1,61,1
